original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,suburb,postcode,district,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"Avebury House 219-225 Avebury Blvd.,Milton Keynes MK9 1AU",1578,4,52.0353658,-0.7661705,"219 Avebury Boulevard, Milton Keynes, MK9 1FH, United Kingdom",,219,Avebury Boulevard,Central Milton Keynes,MK9 1FH,Central Milton Keynes,Milton Keynes,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.63,1,1,,,
United Kingdom,"Avebury House 219-225 Avebury Blvd.,Milton Keynes,MK9 1AU",1579,4,52.0353658,-0.7661705,"219 Avebury Boulevard, Milton Keynes, MK9 1FH, United Kingdom",,219,Avebury Boulevard,Central Milton Keynes,MK9 1FH,Central Milton Keynes,Milton Keynes,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.63,1,1,,,
United Kingdom,"Avebury House,219-225 Avebury Blvd.,Milton Keynes,MK9 1AU",1580,4,52.0353658,-0.7661705,"219 Avebury Boulevard, Milton Keynes, MK9 1FH, United Kingdom",,219,Avebury Boulevard,Central Milton Keynes,MK9 1FH,Central Milton Keynes,Milton Keynes,Buckinghamshire,BKM,England,ENG,United Kingdom,gb,0.63,1,1,,,
United Kingdom,"Aviation House,Brocastke Ave.Waterton Ind.Estate,Bridgend Mid Glamorgan CF31 3XR",1581,4,51.5033732,-3.576972917341797,"Bridgend, Bridgend County Borough, WLS, United Kingdom",,,,Bridgend,,,,Bridgend County Borough,,Wales,WLS,United Kingdom,gb,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Avonbrook House,Masons Rd.,Stratford-Upon-Avon,Warwickshire CV37 9LQ",1582,4,52.1965512,-1.7212238,"Masons Road, Stratford-on-Avon, CV37 9NE, United Kingdom",Masons Road,,Masons Road,,CV37 9NE,Shottery,Stratford-on-Avon,Warwickshire,WAR,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Aycliffe Headquaters Unit C-705 Hilton Rd.,Aycliffe Industrial Estate,Newton Aycliffe,County Durham DL5 6YW",1583,4,54.6088325,-1.5706335,"Hilton Road, Aycliffe Village, DL5 6EL, United Kingdom",Hilton Road,,Hilton Road,Great Aycliffe,DL5 6EL,,Aycliffe Village,County Durham,,England,ENG,United Kingdom,gb,0.2778299999999999,0.7,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Aycliffe Headquaters Unit C-705,Hilton Rd.,Aycliffe Ind.Estate,Newton Aycliffe,County Durham DL5 6YW",1584,4,54.652782,-1.670439,"Hilton Road, Bishop Auckland, DL5 6YW, United Kingdom",,,Hilton Road,,DL5 6YW,Bishop Auckland Civil Parish,Bishop Auckland,Durham,DUR,England,ENG,United Kingdom,gb,0.09000000000000001,0.2,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Aycliffe Headquaters Unit C-705,Hilton Rd.,Aycliffe Industrial Estate,Newton Aycliffe,County Durham DL5 6YW",1585,4,54.652782,-1.670439,"Hilton Road, Bishop Auckland, DL5 6YW, United Kingdom",,,Hilton Road,,DL5 6YW,Bishop Auckland Civil Parish,Bishop Auckland,Durham,DUR,England,ENG,United Kingdom,gb,0.09000000000000001,0.2,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Azure House,Bagshot Rd.,Bracknell,Berks,RG12 7QY",1586,4,51.3921946,-0.7375383,"Bagshot Road, Easthampstead, RG12 7FH, United Kingdom",Bagshot Road,,Bagshot Road,Winkfield,RG12 7FH,,Easthampstead,Bracknell Forest,BRC,England,ENG,United Kingdom,gb,0.44099999999999995,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Azure House,Bagshot Rd.,Bracknell,Berks.,RG12 7QY",1587,4,51.3921946,-0.7375383,"Bagshot Road, Easthampstead, RG12 7FH, United Kingdom",Bagshot Road,,Bagshot Road,Winkfield,RG12 7FH,,Easthampstead,Bracknell Forest,BRC,England,ENG,United Kingdom,gb,0.44099999999999995,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Azure House,Bagshot Rd.,Bracknell,Berkshire,RG12 7QY",1588,4,51.3921946,-0.7375383,"Bagshot Road, Easthampstead, RG12 7FH, United Kingdom",Bagshot Road,,Bagshot Road,Winkfield,RG12 7FH,,Easthampstead,Bracknell Forest,BRC,England,ENG,United Kingdom,gb,0.44099999999999995,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"B5 Bishopsgate,London",1589,4,51.515549,-0.080987,"100 Bishopsgate, City of London, EC2M 3UE, United Kingdom",,100,Bishopsgate,Bishopsgate,EC2M 3UE,City of London,City of London,London,,England,ENG,United Kingdom,gb,0.81,0.81,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Backet House,1 Lambeth Palace-Rd.London SE1 7EU",1590,4,51.4997384,-0.1162109833208898,"1 Lambeth Palace Road, London, SE1 7EU, United Kingdom",,1,Lambeth Palace Road,Waterloo,SE1 7EU,London Borough of Lambeth,London,Greater London,,England,ENG,United Kingdom,gb,0.6000000000000001,1,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Badentoy Ave.,Badentoy Ind.Park,Porlethen,Aberdeen,AB12 4SQ",1591,4,57.066175,-2.1455839,"Badentoy Road, Portlethen, AB12 4YA, United Kingdom",Badentoy Road,,Badentoy Road,Hillside,AB12 4YA,,Portlethen,Aberdeenshire,ABD,Scotland,SCT,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Badentoy Ave.,Badentoy Ind.Park,Porlethen,Aberdeen,Scotland AB9 8SY",1592,4,57.146262,-2.136575,"Aberdeen, AB9 8SY, United Kingdom",,,,,AB9 8SY,,Aberdeen,Aberdeen City,ABE,Scotland,SCT,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Badentoy Ave.,Badentoy Ind.Park,Portlethen,Aberdeen,AB12 4SQ",1593,4,57.066175,-2.1455839,"Badentoy Road, Portlethen, AB12 4YA, United Kingdom",Badentoy Road,,Badentoy Road,Hillside,AB12 4YA,,Portlethen,Aberdeenshire,ABD,Scotland,SCT,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Badgers Rise,Prologis Park,Ridgmont Bedfordshire MK 43 0UL",1594,4,51.460751,-0.90907,"Badgers Rise, Woodley, RG5 3AJ, United Kingdom",,,Badgers Rise,,RG5 3AJ,Woodley,Woodley,West Berkshire,WBK,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Badgeworth Dr.Worcester,Worcestershire,WR4 9NF",1595,4,52.2164325,-2.1875122,"Badgeworth Drive, Worcester, WR4 9YJ, United Kingdom",Badgeworth Drive,,Badgeworth Drive,Warndon,WR4 9YJ,,Worcester,Worcestershire,WOR,England,ENG,United Kingdom,gb,0.5670000000000001,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Badgeworth Dr.Worcester,WR4 9NF",1596,4,52.2164325,-2.1875122,"Badgeworth Drive, Worcester, WR4 9YJ, United Kingdom",Badgeworth Drive,,Badgeworth Drive,Warndon,WR4 9YJ,,Worcester,Worcestershire,WOR,England,ENG,United Kingdom,gb,0.5103000000000001,0.9,0.5670000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Baglan Energy Park,Port Talbot SA12 7YL",1597,4,51.59235,-3.77897,"Neath Port Talbot, SA12 7YL, United Kingdom",,,,Port Talbot,SA12 7YL,,,Neath Port Talbot,NTL,Wales,WLS,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Baglan Energy Park,Port Talbot,SA12 7AX",1598,4,51.621356725,-3.820788175,"Port Talbot, SA12 7AX, United Kingdom",,,,Baglan Bay,SA12 7AX,,Port Talbot,Neath Port Talbot,NTL,Wales,WLS,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Baglan Energy Park,Port Talbot,SA12 7YL",1599,4,51.59235,-3.77897,"Neath Port Talbot, SA12 7YL, United Kingdom",,,,Port Talbot,SA12 7YL,,,Neath Port Talbot,NTL,Wales,WLS,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Baglan Energy Park,Port Talbot,Wales SA12 7AX",1600,4,51.621356725,-3.820788175,"Port Talbot, SA12 7AX, United Kingdom",,,,Baglan Bay,SA12 7AX,,Port Talbot,Neath Port Talbot,NTL,Wales,WLS,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bailey Court,Bailey Dr.,Gillingham Business Park,Gillingham,Kent ME8 0PZ",1601,4,51.364065,0.572343,"Bailey Drive, Gillingham, ME8 0WG, United Kingdom",,,Bailey Drive,Rainham Mark,ME8 0WG,,Gillingham,Kent,KEN,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bailey Court,Bailey Dr.,Gillingham Business Park,Gillingham,Kent,ME8 0PZ",1602,4,51.364065,0.572343,"Bailey Drive, Gillingham, ME8 0WG, United Kingdom",,,Bailey Drive,Rainham Mark,ME8 0WG,,Gillingham,Kent,KEN,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Baltour House,Churchyield Rd.Walton-on-Thames,Surrey KT12 2TD",1603,4,51.39172,-0.41675,"Walton-on-Thames, KT12 2TD, United Kingdom",,,,,KT12 2TD,,Walton-on-Thames,Surrey,SRY,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bamford Works,Pinfold St.,Uttoxeter,Staffordshire,ST14 8TL",1604,4,52.8960338,-1.8653021,"Pinfold Street, East Staffordshire, ST14 8JE, United Kingdom",Pinfold Street,,Pinfold Street,Balance Hill,ST14 8JE,,East Staffordshire,Staffordshire,STS,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Barton Dock Rd.,Urmston,Manchester,M31 2LD",1605,4,53.4577105,-2.3218296,"Barton Dock Road/Icopal, Barton Dock Road, Trafford, M32 0YL, United Kingdom",Barton Dock Road/Icopal,,Barton Dock Road,Mosley,M32 0YL,,Trafford,Greater Manchester,,England,ENG,United Kingdom,gb,0.1215,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Basepoint Business & Innovation Centre,Butterfield,Luton,LU2 8DL",1606,4,51.91122785,-0.38785639840858976,"Basepoint Business And Innovation Centre, 110 Great Marlings, Bedfordshire, LU2 8DL, United Kingdom",Basepoint Business And Innovation Centre,110,Great Marlings,Stopsley,LU2 8DL,,,Central Bedfordshire,CBF,England,ENG,United Kingdom,gb,0.8333333333333334,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Basildon House,7-11 Moorgate,London EC2R 6AF",1607,4,51.5149746,-0.0895877,"Moorgate, City of London, EC2R 6AF, United Kingdom",Moorgate,,Moorgate,Cheap,EC2R 6AF,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Basildon House,7-11 Moorgate,London,EC2",1608,4,51.5148646,-0.0896447,"Moorgate, City of London, EC2R 7HD, United Kingdom",Moorgate,,Moorgate,Cheap,EC2R 7HD,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Basildon House,7-11 Moorgate,London,EC2R 6AF",1609,4,51.5149746,-0.0895877,"Moorgate, City of London, EC2R 6AF, United Kingdom",Moorgate,,Moorgate,Cheap,EC2R 6AF,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Basingstoke,Hampshire",1610,4,51.262826,-1.0861976,"Basingstoke and Deane, ENG, United Kingdom",Basingstoke,,,,,,Basingstoke and Deane,Hampshire,HAM,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bastion House 140 London Wall,London EC2Y 5DN",1611,4,51.51788,-0.09603,"City of London, EC2Y 5DN, United Kingdom",,,,,EC2Y 5DN,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bastion House,140 London Wall London EC2Y 5JT",1612,4,51.517935449999996,-0.09544684644986326,"140 London Wall, City of London, EC2Y 5AP, United Kingdom",,140,London Wall,Barbican,EC2Y 5AP,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bastion House,140 London Wall,London EC2Y 5JT",1613,4,51.517935449999996,-0.09544684644986326,"140 London Wall, City of London, EC2Y 5AP, United Kingdom",,140,London Wall,Barbican,EC2Y 5AP,,City of London,Greater London,,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bates Rd.,Harold Wood Essex,RM3 OXH",1614,4,51.7372737,0.6880099,"Bates Road, Maldon, CM9 5FA, United Kingdom",Bates Road,,Bates Road,Maldon,CM9 5FA,,Maldon,Essex,ESS,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Battery Way,Sparkhill,Birmingham,B11 3DA",1615,4,52.4515056,-1.8523519,"Battery Way, Birmingham, B11 3RZ, United Kingdom",Battery Way,,Battery Way,,B11 3RZ,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bavaria House,13-14 Appold St.,London EC2A 2AA",1616,4,51.5205944,-0.0823705900264195,"13-14 Appold Street, London, EC2A 2AZ, United Kingdom",,13-14,Appold Street,Shoreditch,EC2A 2AZ,London Borough of Hackney,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Beacon House,26-28 Worple Rd.,Wimbledon SW19 4EE",1617,4,51.4202854,-0.2107515,"Worple Road, London, SW19 4EE, United Kingdom",Worple Road,,Worple Road,Wimbledon Village,SW19 4EE,London Borough of Merton,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Beaufort House,Elstree Waterfront,Elstree Rd.,Elstree Hentfordshire WD6 3BS",1618,4,51.6431135,-0.3163639,"Elstree Road, Hertsmere, WD6 3BS, United Kingdom",Elstree Road,,Elstree Road,,WD6 3BS,,Hertsmere,Hertfordshire,HRT,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Beaufort House,Elstree Waterfront,Elstree Rd.,Elstree Hertfordshire WD6 3BS",1619,4,51.6431135,-0.3163639,"Elstree Road, Hertsmere, WD6 3BS, United Kingdom",Elstree Road,,Elstree Road,,WD6 3BS,,Hertsmere,Hertfordshire,HRT,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bechtel House I,245 Hammersmith Road,London W6 8DP",1620,4,51.4925768,-0.2208711,"Store Street Espresso, 245 Hammersmith Road, London, W6 8PW, United Kingdom",Store Street Espresso,245,Hammersmith Road,Brook Green,W6 8PW,London Borough of Hammersmith and Fulham,London,Greater London,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Becket House 1 Lambeth Palace Rd.,London SE1 7EU",1621,4,51.4997384,-0.1162109833208898,"1 Lambeth Palace Road, London, SE1 7EU, United Kingdom",,1,Lambeth Palace Road,Waterloo,SE1 7EU,London Borough of Lambeth,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bede Ind.Estate Jarrow,Tyne & Wear NE22 3HD",1622,4,54.9742849,-1.4656764,"Bede, Monksway, South Tyneside, NE32 3EG, United Kingdom",Bede,,Monksway,Brockley Whins,NE32 3EG,,South Tyneside,Tyne and Wear,,England,ENG,United Kingdom,gb,0.45899999999999996,0.9,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bede Ind.Estate Jarrow,Tyne & Wear NE32 3HD",1623,4,54.97717,-1.46562,"South Tyneside, NE32 3HD, United Kingdom",,,,Bede Industrial Estate,NE32 3HD,,South Tyneside,Tyne and Wear,,England,ENG,United Kingdom,gb,0.8571428571428572,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bede Industrial Estate Jarrow,Tyne & Wear NE22 3HD",1624,4,55.015727,-1.551861,"Bellway Industrial Estate, Killingworth, United Kingdom",,,Bellway Industrial Estate,,,,Killingworth,Newcastle upon Tyne,NET,England,ENG,United Kingdom,gb,0.18142440649729286,0.34714285714285714,0.31242857142857144,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bede Industrial Estate Jarrow,Tyne And Wear NE22 3HD",1625,4,54.9764333,-1.4585489,"BEDE INDUSTRIAL ESTATE, Bedesway, South Tyneside, NE32 3HE, United Kingdom",BEDE INDUSTRIAL ESTATE,,Bedesway,West Harton,NE32 3HE,,South Tyneside,Tyne and Wear,,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bede Trading Estate Jarrow,NE32 3HD",1626,4,54.98036,-1.48423,"Jarrow, South Shields, NE32 3HD, United Kingdom",Jarrow,,,Jarrow,NE32 3HD,,South Shields,Newcastle upon Tyne,NET,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Beechwood Chineham Business Park,Basingstoke Hampshire RG24 8WA",1627,4,51.29354,-1.06497,"Basingstoke (Basingstoke and Deane), RG24 8WA, United Kingdom",,,,,RG24 8WA,,Basingstoke and Deane,Hampshire,HAM,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Beeswing House 31 Sheep St.Wellingborough Northants NN8 1BZ,1628,4,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Beetons Way,Bury St.Edmunds,Suffolk IP32 6RA",1629,4,52.2571045,0.7008964,"Beetons Way, West Suffolk, IP32 6RQ, United Kingdom",Beetons Way,,Beetons Way,Mildenhall Road Estate,IP32 6RQ,,West Suffolk,Suffolk,SFK,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Begbroke Science Park,Begbroke Hill,Woodstock Rd.,Begbroke,Oxfordshire,OX5 1PF",1630,4,51.8341257,-1.3284034,"Woodstock Road, Cherwell District, OX20 1QP, United Kingdom",Woodstock Road,,Woodstock Road,Begbroke,OX20 1QP,,Cherwell District,Oxfordshire,OXF,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Belasis Ave.,Billingham,Stockton-on-Tees,TS23 1LH",1631,4,54.5965831,-1.2835363,"Belasis Avenue, Billingham, TS23 1LH, United Kingdom",Belasis Avenue,,Belasis Avenue,,TS23 1LH,,Billingham,Stockton-on-Tees,STT,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bell Heath Way,Clapgate Lane,Woodgate Business Park,Birmingham,B32 3BZ",1632,4,52.478308,-1.893538,"Birmingham, ENG, United Kingdom",,,,,,,Birmingham,Birmingham,BIR,England,ENG,United Kingdom,gb,0.07575757575757575,0.14285714285714285,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Bell Heath Way,Woodgate Business Park,Clapgate Lane,Birmingham,B32 3BZ",1633,4,52.4444063,-2.0124766,"Clapgate Lane, Birmingham, B32 3QT, United Kingdom",Clapgate Lane,,Clapgate Lane,,B32 3QT,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bell Heath Way,Woodgate Business Park,Clupgate Lane,Birmingham B32 3BZ",1634,4,52.4415968,-1.9899032,"Stonehouse Lane / Jiggins Lane, Clapgate Lane, Birmingham, B32 3DR, United Kingdom",Stonehouse Lane / Jiggins Lane,,Clapgate Lane,,B32 3DR,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.27562499999999995,1,0.7875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bell Heath Way,Woodgate Business Park,Clupgate Lane,Birmingham,B32 3BZ",1635,4,52.4415968,-1.9899032,"Stonehouse Lane / Jiggins Lane, Clapgate Lane, Birmingham, B32 3DR, United Kingdom",Stonehouse Lane / Jiggins Lane,,Clapgate Lane,,B32 3DR,,Birmingham,West Midlands Combined Authority,,England,ENG,United Kingdom,gb,0.27562499999999995,1,0.7875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Belmont House 1 St.,Andrews Way Bow,London E3 3PA",1636,4,51.521299,-0.015722,"St Andrews Way, London, E3 3PA, United Kingdom",,,St Andrews Way,Bromley-by-Bow,E3 3PA,Tower Hamlets,London,London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Belmont House One St.,Andrews Way Bow,London E3 3PA",1637,4,51.521299,-0.015722,"St Andrews Way, London, E3 3PA, United Kingdom",,,St Andrews Way,Bromley-by-Bow,E3 3PA,Tower Hamlets,London,London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Belmont House,1 St Andrews Way,Bow,London,E3 3PA",1638,4,51.521299,-0.015722,"St Andrews Way, London, E3 3PA, United Kingdom",,,St Andrews Way,Bromley-by-Bow,E3 3PA,Tower Hamlets,London,London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Belmont House,1 St.Andrews Way,Bow,London,E3 3PA",1639,4,51.521299,-0.015722,"St Andrews Way, London, E3 3PA, United Kingdom",,,St Andrews Way,Bromley-by-Bow,E3 3PA,Tower Hamlets,London,London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Belmont House,Belmont Rd.,Uxbridge UB8 1HE",1640,4,51.547627399999996,-0.4782081256079033,"Belmont Road, London, UB8 1HE, United Kingdom",Belmont,,Belmont Road,,UB8 1HE,,London,Greater London,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Belmont Place,Belmont Rd.,Maidenhead,Berkshire,SL6 6TB",1641,4,51.5270882,-0.7324568,"Belmont Road, Maidenhead, SL6 6JL, United Kingdom",Belmont Road,,Belmont Road,Furze Platt,SL6 6JL,,Maidenhead,Royal Borough of Windsor and Maidenhead,,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Belmont Place,Belmont Rd.,Meidenhead,Berkshire,SL6 6TB",1642,4,51.5270882,-0.7324568,"Belmont Road, Maidenhead, SL6 6JL, United Kingdom",Belmont Road,,Belmont Road,Furze Platt,SL6 6JL,,Maidenhead,Royal Borough of Windsor and Maidenhead,,England,ENG,United Kingdom,gb,0.44099999999999995,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bentall Business Park,Glover Dist.11,Washington,Tyne & Wear,NE37 2SH",1643,4,55.0330745,-1.638603669909089,"NHS North of Tyne, Unit 1 Sir Bobby Robson Way, Newcastle upon Tyne, NE13 9BA, United Kingdom",NHS North of Tyne,Unit 1,Sir Bobby Robson Way,,NE13 9BA,,Newcastle upon Tyne,North of Tyne,,England,ENG,United Kingdom,gb,0.01601806640625,0.17142857142857143,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bentall Business Park,Glover Rd.,Dist.11,Washington Tyne And England NE 373 JD",1644,4,54.968942,-1.624615,"Tyne & Wear Archives, Newcastle upon Tyne, NE1 4JA, United Kingdom",Tyne & Wear Archives,,,,NE1 4JA,,Newcastle upon Tyne,Newcastle upon Tyne,NET,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bentall Business Park,Glover Rd.,District 11,Washington Tyne And England NE 373 JD",1645,4,54.9118029,-1.5073551,"Glover Road, Sunderland, NE37 3LE, United Kingdom",Glover Road,,Glover Road,Sulgrave,NE37 3LE,,Sunderland,Tyne and Wear,,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bentall Business Park,Glover,Dist.11,Washington,Tyne & Wear NE37 2SH",1646,4,54.824407,-1.327369,"Spectrum Business Park, Seaham, United Kingdom",,,Spectrum Business Park,,,Seaham Civil Parish,Seaham,Durham,DUR,England,ENG,United Kingdom,gb,0.0027459542410714285,0.24299999999999997,0.19682999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Bentall Business Park,Glover,Dist.11,Washington,Tyne & Wear,NE37 2SH",1647,4,54.824407,-1.327369,"Spectrum Business Park, Seaham, United Kingdom",,,Spectrum Business Park,,,Seaham Civil Parish,Seaham,Durham,DUR,England,ENG,United Kingdom,gb,0.003124285714285715,0.24299999999999997,0.19682999999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
